domain_id	Accession_pfam	Clan_pfam	Function_pfam	alignment_length	bit_score
Sigma_reg_C	PF13791		Sigma factor regulator C-terminal	188.0	58.99
SDH_alpha	PF03313	CL0722	Serine dehydratase alpha chain	263.0	244.72
DUF1694	PF07997		Protein of unknown function (DUF1694)	120.0	100.33
LRR_4	PF12799	CL0022	Leucine Rich repeats (2 copies)	114.0	14.72
Biotin_carb_N	PF00289	CL0063	Biotin carboxylase, N-terminal domain	110.0	143.05
HNH_2	PF13391	CL0263	HNH endonuclease	50.0	44.89
FBPase_2	PF06874	CL0163	Firmicute fructose-1,6-bisphosphatase	622.0	829.17
TM2	PF05154		TM2 domain	52.0	57.45
Zot	PF05707	CL0023	Zonular occludens toxin (Zot)	168.0	24.44
DUF1697	PF08002		Protein of unknown function (DUF1697)	136.0	104.79
ATP-synt_DE_N	PF02823		ATP synthase, Delta/Epsilon chain, beta-sandwich domain	82.0	94.72
TctB	PF07331		Tripartite tricarboxylate transporter TctB family	225.0	27.43
B5	PF03484	CL0123	tRNA synthetase B5 domain	66.0	72.45
Transgly	PF00912	CL0037	Transglycosylase	179.0	202.42
ArdA	PF07275		Antirestriction protein (ArdA)	159.0	146.1
RecX_HTH2	PF02631	CL0123	RecX, second three-helix domain	42.0	33.58
Cas9-BH	PF16593		Bridge helix of CRISPR-associated endonuclease Cas9	33.0	43.69
PG_binding_1	PF01471	CL0244	Putative peptidoglycan binding domain	55.0	35.74
CpXC	PF14353	CL0167	CpXC protein	125.0	91.11
ORF6C	PF10552		ORF6C domain	113.0	96.71
DUF3427	PF11907	CL0178	Domain of unknown function (DUF3427)	151.0	175.04
HpcH_HpaI	PF03328	CL0036	HpcH/HpaI aldolase/citrate lyase	220.0	216.71
Zn_ribbon_NUD	PF09297	CL0167	NADH pyrophosphatase zinc ribbon domain	32.0	39.31
Trans_reg_C	PF00486	CL0123	Transcriptional regulatory protein, C terminal	78.0	79.48
DAP_DH_C	PF19328		2,4-diaminopentanoate dehydrogenase C-terminal domain	199.0	43.74
Ribosomal_L1	PF00687		Ribosomal protein L1p/L10e family	215.0	235.73
GAD-like	PF08887	CL0250	GAD-like domain	93.0	51.34
Abhydrolase_5	PF12695	CL0028	Alpha/beta hydrolase family	163.0	212.49
DUF218	PF02698		DUF218 domain	146.0	92.51
CvfB_1st	PF21191	CL0021	CvfB first S1-like domain	62.0	109.57
Nudix_N	PF12535		UDP-X-like, N-terminal oligomerisation domain	56.0	64.56
DUF4007	PF13182		Protein of unknown function (DUF4007)	278.0	198.81
Methyltransf_23	PF13489	CL0063	Methyltransferase domain	163.0	57.21
MoCF_biosynth	PF00994		Probable molybdopterin binding domain	166.0	101.51
DNA_pol3_beta_3	PF02768	CL0060	DNA polymerase III beta subunit, C-terminal domain	122.0	90.15
CovS-like_HAMP	PF22610	CL0681	Histidine kinase, HAMP domain	57.0	94.85
Fer4_13	PF13370	CL0344	4Fe-4S single cluster domain of Ferredoxin I	62.0	49.54
Semialdhyde_dh	PF01118	CL0063	Semialdehyde dehydrogenase, NAD binding domain	139.0	77.21
tRNA_Me_trans_C	PF20258	CL0740	Aminomethyltransferase beta-barrel domain	78.0	78.2
CutC	PF03932	CL0036	CutC family	209.0	218.52
SLFN-g3_helicase	PF09848	CL0023	Schlafen group 3, DNA/RNA helicase domain	345.0	338.08
Phage_CII	PF05269	CL0123	Bacteriophage CII protein	60.0	95.7
CsbD	PF05532	CL0406	CsbD-like	49.0	41.23
HTH_26	PF13443	CL0123	Cro/C1-type HTH DNA-binding domain	63.0	70.93
EIIBC-GUT_C	PF07663		Sorbitol phosphotransferase enzyme II C-terminus	93.0	154.99
Transket_pyr	PF02779	CL0254	Transketolase, pyrimidine binding domain	179.0	143.94
PNP_UDP_1	PF01048	CL0408	Phosphorylase superfamily	222.0	147.74
DUF4300	PF14133	CL0125	Domain of unknown function (DUF4300)	241.0	276.78
Ribosomal_S11	PF00411	CL0267	Ribosomal protein S11	110.0	175.2
DUF8090	PF26350		Domain of unknown function (DUF8090)	182.0	143.69
Elong-fact-P_C	PF09285	CL0021	Elongation factor P, C-terminal	56.0	83.08
DUF4238	PF14022		Protein of unknown function (DUF4238)	300.0	100.27
Cation_ATPase	PF13246	CL0137	P-type ATPase, cytoplasmic domain N	174.0	166.38
Epimerase	PF01370	CL0063	NAD dependent epimerase/dehydratase family	203.0	66.63
RNase_HII	PF01351	CL0219	Ribonuclease HII	204.0	220.52
GBS_Bsp-like	PF08481	CL0159	GBS Bsp-like repeat	360.0	68.51
Phage_rep_org_N	PF09681	CL0123	N-terminal phage replisome organiser (Phage_rep_org_N)	118.0	83.29
TetR_C_8	PF14278	CL0174	Transcriptional regulator C-terminal region	103.0	116.15
nSTAND_NTPase4	PF24406	CL0023	Novel STAND NTPase 4	57.0	42.4
Cass2	PF14526	CL0319	Integron-associated effector binding protein	61.0	27.09
PTS_EIIA_2	PF00359	CL0340	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	138.0	93.53
DUF1722	PF08349		Protein of unknown function (DUF1722)	110.0	90.8
AICARFT_IMPCHas	PF01808	CL0109	AICARFT/IMPCHase bienzyme	325.0	382.5
Ribosomal_L12_N	PF16320		Ribosomal protein L7/L12 dimerisation domain	48.0	63.66
HTH_24	PF13412	CL0123	Winged helix-turn-helix DNA-binding	45.0	38.71
Creatinase_N	PF01321	CL0356	Creatinase/Prolidase N-terminal domain	127.0	91.76
NeuB	PF03102	CL0036	NeuB family	242.0	325.8
RnfC_N	PF13375	CL0105	RnfC Barrel sandwich hybrid domain	82.0	65.39
Cys_rich_CPCC	PF14206		Cysteine-rich CPCC	48.0	39.59
TAL_FSA	PF00923	CL0036	Transaldolase/Fructose-6-phosphate aldolase	218.0	141.53
Sod_Fe_N	PF00081		Iron/manganese superoxide dismutases, alpha-hairpin domain	89.0	109.72
DNA_ligase_aden	PF01653	CL0179	NAD-dependent DNA ligase adenylation domain	243.0	307.31
SLAC1	PF03595		Voltage-dependent anion channel	291.0	66.32
Peptidase_S66	PF02016	CL0014	LD-carboxypeptidase N-terminal domain	120.0	45.21
LytTR	PF04397	CL0010	LytTr DNA-binding domain	93.0	74.87
ACT	PF01842	CL0070	ACT domain	60.0	26.76
PDDEXK_1	PF12705	CL0236	PD-(D/E)XK nuclease superfamily	283.0	100.47
DUF4177	PF13783		Domain of unknown function (DUF4177)	65.0	29.7
DUF2712	PF10916		Protein of unknown function (DUF2712)	116.0	88.17
GAF	PF01590	CL0161	GAF domain	149.0	23.74
Hemerythrin	PF01814		Hemerythrin HHE cation binding domain	130.0	60.77
HHH_RecD2	PF14490	CL0198	ATP-dependent RecD2 DNA helicase HHH domain	148.0	63.02
DUF8208	PF26635		Domain of unknown function (DUF8208)	410.0	107.32
HipA_C	PF07804	CL0016	HipA-like C-terminal domain	241.0	36.86
HxlR	PF01638	CL0123	HxlR-like helix-turn-helix	90.0	57.38
Melibiase	PF02065	CL0036	Melibiase	345.0	489.53
DegV	PF02645	CL0245	Uncharacterised protein, DegV family COG1307	278.0	284.5
Glyco_hydro_8	PF01270	CL0059	Glycosyl hydrolases family 8	343.0	104.45
Cas3_HD	PF18019	CL0237	Cas3, HD domain	229.0	169.57
XylA2_C	PF27526		XylA2 C-terminal domain	54.0	52.02
Peptidase_S9	PF00326	CL0028	Prolyl oligopeptidase family	203.0	32.29
LytR_cpsA_psr	PF03816		LytR_cpsA_psr family	159.0	109.76
OLD-like_TOPRIM	PF20469	CL0413	Overcoming lysogenization defect protein-like, TOPRIM domain	67.0	66.7
PrmC_N	PF17827		PrmC N-terminal domain	69.0	56.81
YutD-like	PF06265		Putative antitoxin YutD-like	84.0	115.2
Tubulin	PF00091	CL0063	Tubulin/FtsZ family, GTPase domain	162.0	164.96
LRR_5	PF13306	CL0022	BspA type Leucine rich repeat region (6 copies)	71.0	5.07
T2SSE	PF00437	CL0023	Type II/IV secretion system protein	350.0	146.16
AAA_27	PF13514	CL0023	AAA domain	205.0	72.34
SepF	PF04472		Cell division protein SepF	72.0	58.48
FGAR-AT_linker	PF18072		Formylglycinamide ribonucleotide amidotransferase linker domain	46.0	23.56
SHOCT-like_DUF2089-C	PF22746	CL0660	SHOCT-like domain	32.0	33.02
PP_kinase_C	PF13090	CL0479	Polyphosphate kinase C-terminal domain 2	172.0	233.43
NAD_binding_1	PF00175	CL0091	Oxidoreductase NAD-binding domain	92.0	26.04
Phage_Mu_F	PF04233		Phage Mu protein F like protein	118.0	35.34
DUF3923	PF13061		Protein of unknown function (DUF3923)	65.0	65.93
Cas3-like_C_2	PF22590	CL0023	CRISPR-associated nuclease/helicase Cas3, C-terminal	104.0	60.33
HMG_CoA_synt_C	PF08540	CL0046	Hydroxymethylglutaryl-coenzyme A synthase C terminal	214.0	38.1
GntR	PF00392	CL0123	Bacterial regulatory proteins, gntR family	64.0	58.64
PRAI	PF00697	CL0036	N-(5'phosphoribosyl)anthranilate (PRA) isomerase	211.0	120.72
EIIC-GAT	PF03611		PTS system sugar-specific permease component	392.0	305.15
DUF4194	PF13835	CL0123	Domain of unknown function (DUF4194)	158.0	71.32
Trns_repr_metal	PF02583		Metal-sensitive transcriptional repressor	82.0	92.18
YabA	PF06156		Initiation control protein YabA	106.0	108.65
DUF1801	PF08818	CL0631	Domain of unknown function (DU1801)	93.0	39.08
Fn3-like	PF14310	CL0159	Fibronectin type III-like domain	70.0	54.75
Beta-barrel_YknX	PF25990	CL0866	YknX-like beta-barrel domain	85.0	95.55
DNA_processg_A	PF02481	CL0349	DNA recombination-mediator protein A	209.0	260.23
Acyl-CoA_dh_1	PF00441	CL0087	Acyl-CoA dehydrogenase, C-terminal domain	150.0	170.21
Ribosomal_S5_C	PF03719	CL0329	Ribosomal protein S5, C-terminal domain	71.0	99.49
TrmO_N	PF01980	CL0866	tRNA-methyltransferase O N-terminal domain	116.0	74.22
Ribosomal_L27A	PF00828	CL0588	Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A	69.0	70.65
Thiolase_N	PF00108	CL0046	Thiolase, N-terminal domain	260.0	344.77
DUF1622	PF07784		Protein of unknown function (DUF1622)	83.0	78.94
PYC_OADA	PF02436	CL0597	Conserved carboxylase domain	201.0	271.51
PseudoU_synth_2	PF00849	CL0649	RNA pseudouridylate synthase	137.0	90.17
DUF3284	PF11687	CL0209	Domain of unknown function (DUF3284)	119.0	98.28
HamA	PF08878		HamA	260.0	58.52
ArsP_1	PF03773	CL0182	Predicted permease	293.0	210.81
Zn_peptidase_2	PF04298	CL0126	Putative neutral zinc metallopeptidase	217.0	291.52
RL10_C	PF27436		Ribosomal protein uL10 C-terminal region	35.0	58.22
YetF_N	PF20730		YetF N-terminal transmembrane domain	76.0	90.4
ABC2_membrane_3	PF12698	CL0181	ABC-2 family transporter protein	356.0	159.85
MnmE_helical	PF12631		MnmE helical domain	326.0	203.78
CNNM	PF01595		Cyclin M transmembrane N-terminal domain	181.0	194.31
RmlD_sub_bind	PF04321	CL0063	RmlD substrate binding domain	282.0	363.11
RF-1	PF00472	CL0337	RF-1 domain	111.0	129.92
SpoIIE	PF07228	CL0238	Stage II sporulation protein E (SpoIIE)	190.0	167.25
TACO1_YebC_N	PF20772		TACO1/YebC protein N-terminal domain	72.0	114.59
RrnaAD	PF00398	CL0063	Ribosomal RNA adenine dimethylase	243.0	227.71
DUF1189	PF06691	CL0112	Protein of unknown function (DUF1189)	247.0	210.37
PucR	PF07905		Purine catabolism regulatory protein-like family	121.0	81.53
Gln-synt_N	PF03951		Glutamine synthetase, beta-Grasp domain	83.0	112.48
PTS-HPr	PF00381		PTS HPr component phosphorylation site	82.0	80.33
SPOR	PF05036		SPOR domain	72.0	27.45
Dehydratase_SU	PF02287		Dehydratase small subunit	133.0	197.84
DUF1372	PF07116		Protein of unknown function (DUF1372)	97.0	108.74
TPR_12	PF13424	CL0020	Tetratricopeptide repeat	71.0	16.29
Tex_N	PF09371	CL0805	Tex-like protein N-terminal domain	75.0	100.17
Thiol_cytolys_C	PF17440		Thiol-activated cytolysin beta sandwich domain	102.0	137.37
DUF4131	PF13567		Domain of unknown function (DUF4131)	149.0	37.64
Big_8	PF17961	CL0159	Bacterial Ig domain	98.0	33.56
GyrI-like	PF06445	CL0319	GyrI-like small molecule binding domain	72.0	27.79
FtsZ_C	PF12327	CL0442	FtsZ family, C-terminal domain	95.0	105.36
FOL3_C	PF27239	CL0794	Dihydrofolate synthetase, C-terminal domain	138.0	20.14
SNF2_assoc	PF08455		Bacterial SNF2 helicase associated	335.0	197.93
Leader_Erm	PF08253		Erm Leader peptide	19.0	37.9
Metallophos_2	PF12850	CL0163	Calcineurin-like phosphoesterase superfamily domain	236.0	47.28
DAO	PF01266	CL0063	FAD dependent oxidoreductase	344.0	181.1
2HCT	PF03390	CL0064	2-hydroxycarboxylate transporter family	425.0	443.59
tRNA-synt_1_2	PF13603	CL0039	Leucyl-tRNA synthetase, editing domain	182.0	215.27
H_PPase	PF03030		Inorganic H+ pyrophosphatase	677.0	880.36
ATP-synt_ab	PF00006	CL0023	ATP synthase alpha/beta family, nucleotide-binding domain	211.0	96.53
Terminase_3	PF04466	CL0023	Phage terminase large subunit	208.0	237.24
GreA_GreB	PF01272	CL0487	Transcription elongation factor, GreA/GreB, C-term	78.0	87.77
Sulfatase	PF00884	CL0088	Sulfatase	304.0	134.08
DUF3784	PF12650	CL0447	Domain of unknown function (DUF3784)	95.0	60.14
IspD	PF01128	CL0110	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	232.0	134.08
DUF8426	PF28530	CL0178	Domain of unknown function (DUF8426)	134.0	96.63
RuvB_N	PF05496	CL0023	Holliday junction DNA helicase RuvB P-loop domain	133.0	53.62
DNA_pol3_alpha	PF07733	CL0260	Bacterial DNA polymerase III alpha NTPase domain	277.0	114.52
GTP1_OBG	PF01018	CL0762	GTP1/OBG	155.0	211.6
HTH_21	PF13276	CL0123	HTH-like domain	59.0	61.47
RNase_PH	PF01138	CL0329	3' exoribonuclease family, domain 1	132.0	94.74
DUF3837	PF12939		Domain of unknown function (DUF3837)	101.0	98.4
Enolase_N	PF03952	CL0227	Enolase, N-terminal domain	131.0	207.2
DZR	PF12773	CL0167	Double zinc ribbon	47.0	39.85
BMC	PF00936		BMC domain	84.0	31.38
LMWPc	PF01451	CL0031	Low molecular weight phosphotyrosine protein phosphatase	136.0	71.34
HTH_60	PF20317	CL0123	Helix-turn-helix domain	113.0	55.67
Zn_Ribbon_YjdM	PF08274	CL0167	PhnA Zinc-Ribbon	30.0	58.99
MdcE	PF06833	CL0127	Malonate decarboxylase gamma subunit	217.0	160.38
DJ-1_PfpI	PF01965	CL0014	DJ-1/PfpI family	204.0	39.45
ParB_N	PF02195	CL0248	ParB N-terminal domain	94.0	112.61
Hydantoinase_A	PF01968	CL0108	Hydantoinase/oxoprolinase	310.0	209.18
PTAC	PF06130	CL0199	Phosphate propanoyltransferase	175.0	231.29
DUF4064	PF13273	CL0347	Protein of unknown function (DUF4064)	109.0	53.32
tRNA-synt_1d	PF00750	CL0039	tRNA synthetases class I (R), catalytic domain	242.0	236.6
Orn_DAP_Arg_deC	PF00278	CL0866	Pyridoxal-dependent decarboxylase, C-terminal sheet domain	347.0	62.99
UvrB	PF12344	CL0023	Ultra-violet resistance protein B	43.0	86.74
DDR_swiveling	PF18427	CL0364	DD-reactivating factor swiveling domain	163.0	263.18
RimM	PF01782	CL0866	RimM N-terminal domain	86.0	71.41
Pirin	PF02678	CL0029	Pirin	101.0	95.71
ThrE_2	PF12821	CL0470	Threonine/Serine exporter, ThrE	129.0	86.31
Methyltransf_5	PF01795	CL0063	MraW methylase family	289.0	285.54
H2TH	PF06831	CL0303	Formamidopyrimidine-DNA glycosylase H2TH domain	93.0	109.38
IF-2	PF11987		Translation-initiation factor 2	117.0	140.29
NTP_transferase	PF00483	CL0110	Nucleotidyl transferase	269.0	119.2
MupG_N	PF19200	CL0036	6-phospho-N-acetylmuramidase, N-terminal	229.0	233.37
EFG_C	PF00679	CL0437	Elongation factor G C-terminus	90.0	85.01
5_3_exonuc_N	PF02739	CL0280	5'-3' exonuclease, N-terminal resolvase-like domain	173.0	180.01
tRNA_SAD	PF07973	CL0094	Threonyl and Alanyl tRNA synthetase second additional domain	50.0	59.63
LarA_C	PF21113		Lactate racemase C-terminal domain	152.0	231.86
EutC	PF05985		Ethanolamine ammonia-lyase light chain (EutC)	230.0	288.16
DUF7130	PF23458	CL0167	Domain of unknown function (DUF7130)	115.0	12.43
DUF1378	PF07125		Protein of unknown function (DUF1378)	44.0	23.23
Ribosomal_L35p	PF01632		Ribosomal protein L35	61.0	71.75
GHMP_kinases_N	PF00288	CL0329	GHMP kinases N terminal domain	79.0	63.94
YjdM	PF03831	CL0010	PhnA domain	68.0	109.49
PilX_N	PF14341		PilX N-terminal	51.0	36.24
MR_MLE_C	PF13378	CL0036	Enolase C-terminal domain-like	230.0	220.22
ResIII	PF04851	CL0023	Type III restriction enzyme, res subunit	130.0	55.25
UPF0122	PF04297	CL0123	Putative helix-turn-helix protein, YlxM / p13 like	101.0	103.41
YfhO	PF09586	CL0111	Bacterial membrane protein YfhO	871.0	346.76
Glyco_hydro_2_N	PF02837	CL0202	Glycosyl hydrolases family 2, sugar binding domain	165.0	28.56
AntA	PF08346		AntA/AntB antirepressor	70.0	72.98
B12-binding_2	PF02607		B12 binding domain	74.0	44.65
tRNA_anti-codon	PF01336	CL0021	OB-fold nucleic acid binding domain	72.0	30.73
DUF2798	PF11391		Domain of unknown function (DUF2798)	159.0	33.53
GLF	PF03275	CL0063	UDP-galactopyranose mutase	201.0	280.68
dsrm	PF00035	CL0196	Double-stranded RNA binding motif	67.0	56.36
DAO_C	PF16901	CL0667	C-terminal domain of alpha-glycerophosphate oxidase	126.0	59.35
DeoC	PF01791	CL0036	DeoC/LacD family aldolase	263.0	193.88
Peripla_BP_3	PF13377	CL0144	Periplasmic binding protein-like domain	152.0	68.84
MSSS	PF20297	CL0010	MutS2 and Smr-associated SH3 domain	41.0	38.06
Acetyltransf_4	PF13420	CL0257	Acetyltransferase (GNAT) domain	154.0	57.39
DUF7916	PF25509	CL0036	Domain of unknown function (DUF7916)	294.0	428.94
Zn_ribbon_SprT	PF17283	CL0167	SprT-like zinc ribbon domain	38.0	29.33
HNH_4	PF13395	CL0263	HNH endonuclease	52.0	64.63
DUF4825	PF16107		Domain of unknown function (DUF4825)	93.0	72.2
Homoserine_dh	PF00742	CL0139	Homoserine dehydrogenase	179.0	212.98
EIIA-man	PF03610	CL0245	PTS system fructose IIA component	117.0	32.91
PTPS_related	PF10131	CL0111	6-pyruvoyl-tetrahydropterin synthase related domain; membrane protein	371.0	52.35
Lysine_decarbox	PF03641	CL0349	Possible lysine decarboxylase	130.0	125.1
TetR_C_5-like	PF21256	CL0174	Tetracyclin repressor-like, C-terminal domain	109.0	49.31
Peptidase_S11	PF00768	CL0013	D-alanyl-D-alanine carboxypeptidase	252.0	192.42
PMSR	PF01625		Peptide methionine sulfoxide reductase	172.0	228.55
Glyco_hydro38C2	PF17677	CL0369	Glycosyl hydrolases family 38 C-terminal beta sandwich domain	67.0	38.67
Acetyltransf_1	PF00583	CL0257	Acetyltransferase (GNAT) family	132.0	70.96
D5_N	PF08706		D5 N terminal like	84.0	31.08
Lipase_GDSL_2	PF13472	CL0264	GDSL-like Lipase/Acylhydrolase family	213.0	97.67
PP2C	PF00481	CL0238	Protein phosphatase 2C	226.0	50.63
HNOB	PF07700	CL0210	Haem-NO-binding	159.0	138.56
Epimerase_2	PF02350	CL0113	UDP-N-acetylglucosamine 2-epimerase	340.0	388.53
PDT	PF00800	CL0177	Prephenate dehydratase	179.0	205.12
DUF3278	PF11683		Protein of unknown function (DUF3278)	122.0	46.85
DUF6261	PF19775		Family of unknown function (DUF6261)	155.0	109.92
MdcG_N	PF20866	CL0010	Phosphoribosyl-dephospho-CoA transferase MdcG N-terminal domain	70.0	46.76
DoxX	PF07681	CL0131	DoxX	81.0	60.71
EFP_N	PF08207	CL0010	Elongation factor P (EF-P) KOW-like domain	58.0	82.41
Rotamase_3	PF13616	CL0487	PPIC-type PPIASE domain	116.0	94.82
Multi_Drug_Res	PF00893	CL0184	Small Multidrug Resistance protein	93.0	100.29
Peripla_BP_1	PF00532	CL0144	Periplasmic binding proteins and sugar binding domain of LacI family	264.0	53.53
tRNA-synt_1	PF00133	CL0039	tRNA synthetases class I (I, L, M and V)	550.0	480.98
KARI_N	PF07991	CL0063	Acetohydroxy acid isomeroreductase, NADPH-binding domain	164.0	249.98
RNase_E_G	PF10150		Ribonuclease E/G family	272.0	225.76
Cpn60_TCP1	PF00118		TCP-1/cpn60 chaperonin family	506.0	246.68
DUF1002	PF06207		Protein of unknown function (DUF1002)	227.0	139.09
Peptidase_U32	PF01136		Peptidase family U32	297.0	164.43
ECF-ribofla_trS	PF07155	CL0315	ECF-type riboflavin transporter, S component	154.0	29.25
YlxR	PF04296		Protein of unknown function (DUF448)	75.0	91.1
ZT_dimer	PF16916	CL0232	Cation efflux protein, cytoplasmic domain	79.0	66.98
GcpE	PF04551	CL0036	GcpE TIM-barrel domain	241.0	360.77
MatE	PF01554	CL0222	MatE	164.0	65.98
TPK_catalytic	PF04263		Thiamin pyrophosphokinase, catalytic domain	100.0	66.93
Peptidase_S24	PF00717	CL0299	Peptidase S24-like	113.0	110.77
Nucleos_tra2_N	PF01773		Na+ dependent nucleoside transporter N-terminus	74.0	66.67
HAD_2	PF13419	CL0137	Haloacid dehalogenase-like hydrolase	151.0	52.9
CoA_trans	PF01144	CL0063	Coenzyme A transferase	198.0	125.31
DcuC	PF03606	CL0182	C4-dicarboxylate anaerobic carrier	451.0	260.09
APH	PF01636	CL0016	Phosphotransferase enzyme family	235.0	136.94
DUF1456	PF07308		Protein of unknown function (DUF1456)	79.0	74.55
Glu_synthase	PF01645	CL0036	Conserved region in glutamate synthase	371.0	493.24
Glyphos_transf	PF04464	CL0113	CDP-Glycerol:Poly(glycerophosphate) glycerophosphotransferase	361.0	192.23
Laminin_G_3	PF13385	CL0004	Concanavalin A-like lectin/glucanases superfamily	154.0	66.98
CAT_RBD	PF03123		CAT RNA binding domain	55.0	50.63
AMP_N	PF05195	CL0356	Aminopeptidase P, N-terminal domain	122.0	79.09
AAL_decarboxy	PF03306	CL0615	Alpha-acetolactate decarboxylase	219.0	248.15
YdjC	PF04794	CL0158	YdjC-like protein	240.0	199.46
DNA_gyraseA_C	PF03989		DNA gyrase C-terminal domain, beta-propeller	98.0	24.75
FTR1	PF03239	CL0292	Iron permease FTR1 family	309.0	64.84
Shikimate_dh_N	PF08501	CL0603	Shikimate dehydrogenase substrate binding domain	83.0	101.91
Flavodoxin_2	PF02525	CL0042	Flavodoxin-like fold	181.0	141.52
CtsR_C	PF17727		CtsR C-terminal dimerization domain	75.0	50.63
GW	PF13457	CL0010	GW (Gly-Tryp) dipeptide domain	298.0	45.29
Sigma70_r1_1	PF03979		Sigma-70 factor, region 1.1	78.0	43.03
FGase	PF05013	CL0865	N-formylglutamate amidohydrolase	211.0	172.35
Bac_DnaA	PF00308	CL0023	Bacterial DnaA ATPAse domain	162.0	192.07
Peptidase_S66C	PF17676	CL0364	LD-carboxypeptidase C-terminal domain	117.0	68.98
ELFV_dehydrog	PF00208	CL0063	Glutamate/Leucine/Phenylalanine/Valine dehydrogenase	244.0	269.31
Glyco_hydro_42M	PF08532	CL0014	Beta-galactosidase trimerisation domain	208.0	231.02
HTH_18	PF12833	CL0123	Helix-turn-helix domain	81.0	55.39
DHHA2	PF02833		DHHA2 domain	216.0	56.52
Ribosomal_L29	PF00831	CL0346	Ribosomal L29 protein	57.0	91.73
DUF2584	PF10763	CL0178	Protein of unknown function (DUF2584)	82.0	117.66
DUF3977	PF13122		Protein of unknown function (DUF3977)	77.0	83.52
ECF_trnsprt	PF12822	CL0315	ECF transporter, substrate-specific component	173.0	58.43
DUF2264	PF10022	CL0059	Uncharacterized protein conserved in bacteria (DUF2264)	341.0	347.46
T1RH-like_C	PF11867		Type I restriction enzyme HindI endonuclease subunit-like, C-terminal	326.0	246.85
DUF2229	PF09989	CL0108	CoA enzyme activase uncharacterised domain (DUF2229)	220.0	263.89
NIL	PF09383	CL0070	NIL domain	72.0	72.98
PBP	PF01161		Phosphatidylethanolamine-binding protein	156.0	99.15
tRNA_Me_trans_M	PF20259	CL0350	tRNA methyl transferase PRC-barrel domain	69.0	78.13
DivIVA	PF05103		DivIVA protein	170.0	26.84
TauE	PF01925	CL0292	Sulfite exporter TauE/SafE	242.0	134.15
DUF5699	PF18956		Family of unknown function (DUF5699)	61.0	70.95
OB_YrrC	PF23139	CL0021	ATP-dependent DNA helicase YrrC, OB-fold domain	81.0	77.35
Lyase_8_N	PF08124	CL0059	Polysaccharide lyase family 8, N terminal alpha-helical domain	346.0	326.18
Acyl_LnsA	PF28265	CL0125	Lipoprotein N-acylation protein LnsA-like	106.0	45.5
Pterin_bind	PF00809	CL0036	Pterin binding enzyme	236.0	172.35
THF_DHG_CYH	PF00763	CL0603	Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain	115.0	126.49
Rho_RNA_bind	PF07497	CL0021	Rho termination factor, RNA-binding domain	73.0	106.14
Tex_YqgF	PF16921	CL0580	Tex protein YqgF-like domain	126.0	185.46
ACP	PF06857		Malonate decarboxylase delta subunit (MdcD)	81.0	80.18
IDEAL	PF08858		IDEAL domain	34.0	31.17
EutB	PF06751	CL0036	Ethanolamine ammonia lyase large subunit (EutB)	434.0	713.09
MutS_II	PF05188		MutS domain II	114.0	71.2
HTH_Mga	PF08280	CL0123	M protein trans-acting positive regulator (MGA) HTH domain	59.0	38.32
Lit	PF07314		Lipoprotein intramolecular transacylase Lit	177.0	172.11
BPD_transp_1_N	PF19300		Binding-prot-dependent transport system membrane comp, N-term	101.0	59.0
Dala_Dala_lig_C	PF07478	CL0179	D-ala D-ala ligase C-terminus	201.0	241.95
Exo_endo_phos	PF03372	CL0530	Endonuclease/Exonuclease/phosphatase family	242.0	123.78
Metalloenzyme	PF01676	CL0088	Metalloenzyme superfamily	387.0	167.06
Cytidylate_kin	PF02224	CL0023	Cytidylate kinase	216.0	252.43
Peptidase_M78	PF06114	CL0126	IrrE N-terminal-like domain	127.0	81.27
Y_phosphatase3	PF13350	CL0031	Tyrosine phosphatase family	248.0	213.4
Zn_ribbon_DnaG	PF01807	CL0167	CHC2 zinc finger	98.0	123.69
NUDIX_4	PF14815	CL0261	NUDIX domain	119.0	61.99
Mannitol_dh_C	PF08125	CL0106	Mannitol dehydrogenase C-terminal domain	203.0	79.92
DUF4411	PF14367	CL0280	Domain of unknown function (DUF4411)	170.0	119.17
Trigger_N	PF05697		Bacterial trigger factor protein (TF)	145.0	128.07
MGDG_synth	PF06925	CL0113	Monogalactosyldiacylglycerol (MGDG) synthase	162.0	70.61
Iso_dh	PF00180	CL0270	Isocitrate/isopropylmalate dehydrogenase	325.0	308.19
RBFA	PF02033	CL0494	Ribosome-binding factor A	104.0	125.63
DUF7305	PF23981	CL0847	Domain of unknown function (DUF7305)	159.0	17.76
TPP_enzyme_M	PF00205	CL0063	Thiamine pyrophosphate enzyme, central domain	136.0	158.91
SDF	PF00375		Sodium:dicarboxylate symporter family	385.0	226.64
S-AdoMet_synt_M	PF02772		S-adenosylmethionine synthetase, central domain	106.0	68.36
Cons_hypoth95	PF03602	CL0063	Conserved hypothetical protein 95	178.0	213.2
Glyco_hydro_32C	PF08244	CL0004	Glycosyl hydrolases family 32 C terminal	142.0	35.0
2-oxoacid_dh	PF00198	CL0149	2-oxoacid dehydrogenases acyltransferase (catalytic domain)	235.0	247.08
MgsA_C	PF12002	CL0604	MgsA AAA+ ATPase C terminal	167.0	198.7
