domain_id	Accession_pfam	Clan_pfam	EC_phrog	Function_pfam	Function_phrog	L1_phrog	alignment_length	bit_score
phrog_1660					PmgS-like head morphogenesis	head and packaging	420.0	658.88
phrog_13164					ATPase	other	89.0	202.18
phrog_4963					tail assembly chaperone	tail	79.0	185.44
phrog_4403					hypothetical	unknown function	120.0	259.79
phrog_402					hypothetical	unknown function	58.0	77.21
phrog_136					tail fiber assembly protein	tail	175.0	269.91
phrog_964					baseplate wedge subunit	tail	1032.0	1867.26
phrog_13462					hypothetical	unknown function	65.0	100.04
phrog_403					DNA polymerase exonuclease subunit	DNA, RNA and nucleotide metabolism	280.0	304.7
Phage_Inh_C	PF26098			Phage inhibitor of prohead protease C-terminal domain			62.0	112.36
phrog_22503					hypothetical	unknown function	61.0	123.41
Nlig-Ia	PF22745			DNA ligase-like, N-terminal NAD+-binding domain			54.0	28.05
phrog_637					head-tail adaptor Ad3	connector	166.0	223.21
phrog_21710					hypothetical	unknown function	485.0	73.03
phrog_14049					hypothetical	unknown function	83.0	25.41
phrog_5058					hypothetical	unknown function	49.0	91.0
phrog_21849					hypothetical	unknown function	40.0	87.29
phrog_23941					hypothetical	unknown function	93.0	33.6
phrog_7162					glycosyltransferase	moron, auxiliary metabolic gene and host takeover	314.0	503.54
phrog_4947					hypothetical	unknown function	106.0	137.67
Fn3-III_PB4	PF24171	CL0159		Straight fiber protein PB4 third Fn3-like domain			125.0	207.02
AAA_31	PF13614	CL0023		AAA domain			200.0	86.56
Phage_sheath_1	PF04984			Phage tail sheath protein subtilisin-like domain			194.0	122.78
FlgM	PF04316			Anti-sigma-28 factor, FlgM			48.0	25.23
phrog_16959					hypothetical	unknown function	105.0	91.19
phrog_4790					host RecBCD nuclease inhibitor	moron, auxiliary metabolic gene and host takeover	59.0	106.88
phrog_13039					hypothetical	unknown function	42.0	97.89
Collar	PF07484	CL0779		Phage Tail Collar Domain			57.0	53.38
phrog_4605					hypothetical	unknown function	148.0	288.92
phrog_13365					hypothetical	unknown function	69.0	145.37
phrog_27467					hypothetical	unknown function	87.0	170.42
vRNAP_dom_2	PF21867			Virion DNA-directed RNA polymerase domain			117.0	158.39
DUF6950	PF22262	CL0125		Domain of unknown function (DUF6950)			137.0	108.23
phrog_6147					hypothetical	unknown function	91.0	137.61
T4_tail_cap	PF11091	CL0504		Tail-tube assembly protein			356.0	553.45
Terminase_3	PF04466	CL0023		Phage terminase large subunit			202.0	120.25
phrog_3972					hypothetical	unknown function	115.0	152.66
phrog_3890					straight fibre tail protein	tail	686.0	1352.57
phrog_33631					hypothetical	unknown function	71.0	166.48
Herpes_ori_bp	PF02399	CL0023		Origin of replication binding protein			172.0	24.01
phrog_619					ribose-phosphate pyrophosphokinase	other	290.0	311.39
phrog_14736					HNH endonuclease	DNA, RNA and nucleotide metabolism	205.0	408.97
phrog_1620					Hdf-like antirestriction	moron, auxiliary metabolic gene and host takeover	203.0	295.93
phrog_139					deoxynucleoside monophosphate kinase	other	241.0	206.18
phrog_3802					terminase small subunit	head and packaging	159.0	302.58
DUF7249	PF23907			Family of unknown function (DUF7249)			79.0	52.04
phrog_14417					tail fiber protein; host specificity	tail	1005.0	2329.39
phrog_8826					hypothetical	unknown function	74.0	108.45
Pam3_gp18	PF22479			Cyanophage baseplate Pam3 plug gp18			106.0	66.66
phrog_2143					hypothetical	unknown function	185.0	272.61
phrog_4327					hypothetical	unknown function	134.0	285.24
phrog_17591					hypothetical	unknown function	68.0	154.03
Gp18_dom_I	PF22639			Tail sheath protein Gp18-like domain I			92.0	128.74
Translat_reg	PF01818			Bacteriophage translational regulator			121.0	248.25
phrog_24					tail length tape measure protein	tail	869.0	1132.44
phrog_25285					hypothetical	unknown function	82.0	168.67
phrog_775					replication helicase	DNA, RNA and nucleotide metabolism	286.0	454.77
phrog_290					minor tail protein	tail	392.0	331.5
phrog_20001					tail fiber protein	tail	162.0	107.57
phrog_246					NinI-like serine-threonine phosphatase	other	221.0	344.64
phrog_1507					hypothetical	unknown function	110.0	166.1
DDE_Tnp_IS1	PF03400	CL0219		IS1 transposase			131.0	261.06
phrog_4844					hypothetical	unknown function	68.0	131.08
phrog_4760					hypothetical	unknown function	96.0	184.27
phrog_12006					hypothetical	unknown function	56.0	142.3
phrog_16688					hypothetical	unknown function	78.0	170.5
phrog_7033					hypothetical	unknown function	91.0	128.6
phrog_3909					hypothetical	unknown function	69.0	58.11
phrog_13426					hypothetical	unknown function	69.0	130.78
phrog_16755					hypothetical	unknown function	46.0	123.86
Phage_phiTE_211	PF26210			Phage phiTE_211 family			316.0	318.91
Gp6_C-III	PF21871			Baseplate structural protein gp6, C-terminal domain III			76.0	147.47
phrog_5009					hypothetical	unknown function	84.0	114.16
phrog_16924					hypothetical	unknown function	60.0	137.06
phrog_21					portal protein	head and packaging	533.0	699.57
phrog_32312					replication initiation protein	DNA, RNA and nucleotide metabolism	44.0	109.49
phrog_1986					hypothetical	unknown function	73.0	145.92
phrog_4318					hypothetical	unknown function	113.0	239.09
Ribonuc_red_sm	PF00268	CL0044		Ribonucleotide reductase, small chain			311.0	127.33
Phage_T4_Ndd	PF06591			T4-like phage nuclear disruption protein (Ndd)			151.0	203.54
phrog_343					hypothetical	unknown function	132.0	62.54
phrog_66					excisionase and transcriptional regulator	integration and excision	60.0	55.55
phrog_5790					hypothetical	unknown function	54.0	82.48
phrog_26					tail completion or Neck1 protein	connector	150.0	176.36
phrog_1764					unknown function	unknown function	75.0	117.54
GP11	PF08677			GP11 baseplate wedge protein			217.0	253.06
phrog_12612					hypothetical	unknown function	84.0	98.31
DUF7334	PF24022			Family of unknown function (DUF7334)			57.0	131.03
phrog_5169					hypothetical	unknown function	77.0	139.46
phrog_15618					hypothetical	unknown function	116.0	248.78
phrog_5748					hypothetical	unknown function	116.0	131.43
phrog_14510					hypothetical	unknown function	136.0	238.37
PRA-PH	PF01503	CL0231		Phosphoribosyl-ATP pyrophosphohydrolase			69.0	29.35
phrog_4684					hypothetical	unknown function	51.0	112.38
phrog_4747					hypothetical	unknown function	584.0	698.93
DUF7320	PF24005			Domain of unknown function (DUF7320)			78.0	121.13
phrog_1323					endoribonuclease	DNA, RNA and nucleotide metabolism	153.0	266.81
phrog_23919					hypothetical	unknown function	68.0	157.37
phrog_8784					dTDP-4-dehydrorhamnose 3,5-epimerase	moron, auxiliary metabolic gene and host takeover	183.0	314.73
Terminase_6N	PF03237	CL0023		Terminase large subunit, T4likevirus-type, N-terminal			215.0	191.39
Phage_T4_Y05B	PF26899			Bacteriophage T4 protein Y05B			295.0	439.07
phrog_6666					hypothetical	unknown function	49.0	99.78
phrog_23012					hypothetical	unknown function	80.0	191.53
phrog_4180					hypothetical	unknown function	89.0	170.23
P22_portal	PF16510	CL0838		Phage P22-like portal protein			613.0	534.41
phrog_4879					hypothetical	unknown function	63.0	152.73
phrog_571					hypothetical	unknown function	117.0	45.18
phrog_34921					hypothetical	unknown function	46.0	74.36
DNA_methylase	PF00145	CL0063		C-5 cytosine-specific DNA methylase			138.0	68.23
phrog_802					Alt-like RNA polymerase ADP-ribosyltransferase	moron, auxiliary metabolic gene and host takeover	685.0	846.28
phrog_1451					hypothetical	unknown function	99.0	80.04
phrog_4828					hypothetical	unknown function	329.0	488.44
phrog_13245					hypothetical	unknown function	131.0	295.47
phrog_4463					hypothetical	unknown function	123.0	258.4
phrog_5291					hypothetical	unknown function	77.0	137.0
phrog_5658					pyrophosphatase	other	205.0	62.7
phrog_5919					hypothetical	unknown function	54.0	131.17
phrog_3778					head maturation protease	head and packaging	473.0	578.7
phrog_1474					unknown function	unknown function	98.0	129.48
phrog_4881					hypothetical	unknown function	175.0	228.95
Terminase_3C	PF17288	CL0219		Terminase RNAseH like domain			149.0	43.6
phrog_622					unknown function	unknown function	123.0	110.94
phrog_74					terminase small subunit	head and packaging	247.0	379.17
phrog_271					anti-termination protein N-like	transcription regulation	119.0	129.72
phrog_3054					hypothetical	unknown function	134.0	145.35
Phage_sheath_domII	PF17481			Phage tail sheath protein beta-sandwich domain			149.0	53.23
phrog_1989					hypothetical	unknown function	168.0	173.11
phrog_953					HNH endonuclease	DNA, RNA and nucleotide metabolism	198.0	208.67
phrog_22569					hypothetical	unknown function	52.0	106.1
phrog_17303					hypothetical	unknown function	31.0	43.69
phrog_24346					hypothetical	unknown function	62.0	163.66
phrog_7641					hypothetical	unknown function	143.0	150.45
phrog_14089					hypothetical	unknown function	59.0	98.93
phrog_25921					hypothetical	unknown function	107.0	244.47
phrog_6465					tail protein	tail	267.0	389.46
phrog_5245					hypothetical	unknown function	53.0	101.61
phrog_8138					hypothetical	unknown function	53.0	140.55
phrog_6021					hypothetical	unknown function	77.0	154.67
phrog_14					minor tail protein	tail	109.0	159.19
phrog_8758					hypothetical	unknown function	81.0	130.42
phrog_17200					hypothetical	unknown function	27.0	80.72
phrog_1926					released from the phage upon host infection	other	639.0	1177.71
DUF7396	PF24129			Family of unknown function (DUF7396)			46.0	49.48
phrog_18659					hypothetical	unknown function	69.0	129.96
Phage_T4_Y04OP	PF26897			Bacteriophage T4 Y04O/Y04P family			307.0	379.42
phrog_11298					hypothetical	unknown function	274.0	443.74
phrog_562					RNA ligase and tail fiber protein attachment catalyst	tail	374.0	528.71
phrog_3303					hypothetical	unknown function	180.0	305.79
phrog_15592					hypothetical	unknown function	71.0	122.13
phrog_15247					hypothetical	unknown function	67.0	167.56
phrog_7431					hypothetical	unknown function	69.0	92.83
phrog_5684					hypothetical	unknown function	70.0	99.69
phrog_2292					hypothetical	unknown function	102.0	199.17
phrog_2993					hypothetical	unknown function	99.0	98.94
GIY-YIG	PF01541	CL0418		GIY-YIG catalytic domain			75.0	26.15
phrog_26050					hypothetical	unknown function	71.0	163.17
phrog_36964					terminase large subunit	head and packaging	259.0	70.65
Ribonuc_red_lgC	PF02867	CL0339		Ribonucleotide reductase, barrel domain			509.0	456.47
phrog_4730					hypothetical	unknown function	208.0	276.7
TOPRIM_C	PF16898			C-terminal associated domain of TOPRIM			88.0	28.4
phrog_4017					baseplate protein	tail	285.0	586.96
Zn_ribbon_8	PF09723	CL0167		Zinc ribbon domain			42.0	42.09
phrog_16560					hypothetical	unknown function	132.0	252.66
phrog_12351					hypothetical	unknown function	79.0	194.91
phrog_16585					hypothetical	unknown function	97.0	46.71
phrog_648					head scaffolding protein	head and packaging	300.0	345.22
HCP	PF24163	CL0643		Head completion protein			169.0	216.9
PKD	PF00801	CL0159		PKD domain			172.0	19.88
phrog_4344					hypothetical	unknown function	74.0	119.59
DUF7195	PF23825			Family of unknown function (DUF7195)			69.0	57.77
phrog_1754					hypothetical	unknown function	126.0	160.77
phrog_3840					tail assembly chaperone	tail	157.0	224.16
Peptidase_U32	PF01136			Peptidase family U32			166.0	25.51
phrog_4919					hypothetical	unknown function	135.0	184.61
phrog_9903					hypothetical	unknown function	65.0	156.31
T4_gp9_10_N	PF07880			Bacteriophage T4 gp9/10-like protein, N-terminal			162.0	244.87
ANT	PF03374			Phage antirepressor protein KilAC domain			105.0	106.56
phrog_32165					minor tail protein	tail	144.0	234.88
phrog_7469					amidoligase enzyme	other	367.0	432.88
phrog_260					Bor-like outer membrane protein	other	97.0	195.97
phrog_9016					hypothetical	unknown function	96.0	112.85
YqaJ	PF09588	CL0236		YqaJ-like viral recombinase domain			146.0	104.05
phrog_24889					hypothetical	unknown function	79.0	186.56
phrog_52					tail protein	tail	387.0	552.64
DCD	PF22769	CL0153		dCTP deaminase-like			126.0	58.6
Ig_J_second	PF24489	CL0159		Tip attachment protein J second Ig-like domain			105.0	135.3
phrog_7717					hypothetical	unknown function	61.0	147.79
phrog_1079					hypothetical	unknown function	99.0	122.43
phrog_29107					hypothetical	unknown function	97.0	162.43
DUF7202	PF23832			Domain of unknown function (DUF7202)			70.0	118.18
phrog_5698					hypothetical	unknown function	195.0	210.68
phrog_2536					Rz-like spanin	lysis	102.0	123.01
phrog_26831					hypothetical	unknown function	75.0	57.5
phrog_14390					hypothetical	unknown function	119.0	236.8
phrog_70					major head protein	head and packaging	348.0	583.36
phrog_3891					hypothetical	unknown function	299.0	517.11
phrog_34807					collar tail protein for L-shaped tail fibre attachment	tail	61.0	124.52
Cpn10	PF00166	CL0296		Chaperonin 10 Kd subunit			103.0	30.47
phrog_18174					hypothetical	unknown function	52.0	113.03
phrog_4099					hypothetical	unknown function	128.0	169.71
DUF7173	PF23791			Family of unknown function (DUF7173)			140.0	111.15
phrog_9887					hypothetical	unknown function	96.0	194.35
phrog_600					unknown function	unknown function	181.0	236.36
phrog_277					replication initiation O-like	DNA, RNA and nucleotide metabolism	299.0	520.88
Peptidase_S49	PF01343	CL0127		Peptidase family S49			153.0	151.17
DUF1737	PF08410			Domain of unknown function (DUF1737)			42.0	14.98
YAcAr	PF10686	CL0349		YspA, cpYpsA-related SLOG family			65.0	66.47
phrog_164					ParA-like partition protein	DNA, RNA and nucleotide metabolism	398.0	314.82
Phage_T4_Y01J	PF26878			Bacteriophage T4 protein Y01J			68.0	139.34
phrog_9					terminase large subunit	head and packaging	376.0	49.92
TAGT	PF20691	CL0110		TET-Associated Glycosyltransferase			185.0	30.26
TelA	PF05816			Toxic anion resistance protein (TelA)			316.0	112.98
Phage_phiTE_015	PF26207			Phage PhiTE phiTE_015 protein family			45.0	42.58
phrog_2402					hypothetical	unknown function	286.0	345.31
phrog_12584					hypothetical	unknown function	79.0	161.75
phrog_295					tail fiber protein	tail	250.0	409.26
phrog_3499					internal head protein	head and packaging	85.0	167.23
Phage_T7_1_1	PF08200			Bacteriophage 1.1 Protein			40.0	45.69
phrog_584					major tail protein	tail	217.0	286.74
phrog_18381					hypothetical	unknown function	86.0	26.85
phrog_16423					hypothetical	unknown function	76.0	86.52
phrog_38225					hypothetical	unknown function	32.0	86.65
T4_y05I_N	PF24449	CL0609		y05I-like putative transcription factor N-terminal domain			90.0	29.82
phrog_3575					major tail protein	tail	463.0	858.58
phrog_2294					ribonucleotide reductase	DNA, RNA and nucleotide metabolism	106.0	174.64
phrog_11867					hypothetical	unknown function	115.0	262.11
Phage_tail_fib	PF12571			Phage tail-collar fibre protein, N-terminal			151.0	193.01
phrog_9323					hypothetical	unknown function	74.0	153.47
phrog_1732					hypothetical	unknown function	142.0	194.99
DNA_gyraseB	PF00204	CL0329		DNA gyrase B			166.0	49.9
phrog_16572					hypothetical	unknown function	47.0	112.28
phrog_19262					hypothetical	unknown function	410.0	979.44
Phage_P7_repressor_C1	PF27008			Bacteriophage P7 repressor protein C1			283.0	456.71
phrog_264					major head protein	head and packaging	314.0	305.74
CTP_transf_like	PF01467	CL0039		Cytidylyltransferase-like			144.0	28.43
Helicase_dom	PF28555	CL0023		Probable helicase domain			238.0	29.38
NinE	PF05322			NINE Protein			41.0	72.0
SLT	PF01464	CL0037		Transglycosylase SLT domain			126.0	26.11
AAA	PF00004	CL0023		ATPase family associated with various cellular activities (AAA)			114.0	61.86
AAA_28	PF13521	CL0023		AAA domain			155.0	109.84
phrog_8294					hypothetical	unknown function	54.0	64.88
phrog_6814					hypothetical	unknown function	84.0	135.5
LAGLIDADG_2	PF03161	CL0324		LAGLIDADG DNA endonuclease family			163.0	28.98
RecA_N	PF00154	CL0023		RecA N-terminal domain			265.0	43.21
Phage_holin_3_3	PF16083	CL0564		LydA holin phage, holin superfamily III			78.0	33.7
phrog_4122					hypothetical	unknown function	118.0	239.09
phrog_3980					hypothetical	unknown function	289.0	401.02
phrog_47					DNA primase	DNA, RNA and nucleotide metabolism	342.0	259.03
phrog_4053					transcriptional regulator	transcription regulation	101.0	185.85
phrog_4277					tail fiber protein	tail	784.0	1293.07
phrog_11861					hypothetical	unknown function	104.0	169.22
Gp6_C-I	PF21387			Baseplate structural protein gp6, C-terminal domain I			69.0	150.98
phrog_11295					hypothetical	unknown function	110.0	179.66
phrog_4861					DNA primase	DNA, RNA and nucleotide metabolism	360.0	654.81
phrog_1052					head assembly	head and packaging	307.0	361.68
phrog_25787					hypothetical	unknown function	104.0	214.46
phrog_30					minor tail protein	tail	252.0	307.56
Ig_2	PF13895	CL0159		Immunoglobulin domain			84.0	26.49
